cell_id,settlement,district,lat,lon,group_key,population
11436702,Urumtsi,Blagoevgrad,41.91862,22.94382,children_0_6,14
11436702,Urumtsi,Blagoevgrad,41.91862,22.94382,seniors_65p,62
11436701,Gorno Leshko,Blagoevgrad,41.92948,22.94922,children_0_6,14
11436701,Gorno Leshko,Blagoevgrad,41.92948,22.94922,seniors_65p,62
11436700,Korianska,Blagoevgrad,41.93274,22.94216,children_0_6,14
11436700,Korianska,Blagoevgrad,41.93274,22.94216,seniors_65p,62
11436699,Karadzhovtsi,Blagoevgrad,41.94614,22.9452,children_0_6,14
11436699,Karadzhovtsi,Blagoevgrad,41.94614,22.9452,seniors_65p,62
11436698,Kokalkovtsi,Blagoevgrad,41.9495,22.95085,children_0_6,14
11436698,Kokalkovtsi,Blagoevgrad,41.9495,22.95085,seniors_65p,62
11436697,Malinkovtsi,Blagoevgrad,41.94103,22.94017,children_0_6,14
11436697,Malinkovtsi,Blagoevgrad,41.94103,22.94017,seniors_65p,62
11436713,Merkovtsi,Blagoevgrad,41.91482,22.97275,children_0_6,14
11436713,Merkovtsi,Blagoevgrad,41.91482,22.97275,seniors_65p,62
11436604,Gogovtsi,Blagoevgrad,41.83006,22.96356,children_0_6,14
11436604,Gogovtsi,Blagoevgrad,41.83006,22.96356,seniors_65p,62
11436603,Zlatevtsi,Blagoevgrad,41.8336,22.959,children_0_6,14
11436603,Zlatevtsi,Blagoevgrad,41.8336,22.959,seniors_65p,62
11436601,Dyulgertsi,Blagoevgrad,41.83636,22.96674,children_0_6,14
11436601,Dyulgertsi,Blagoevgrad,41.83636,22.96674,seniors_65p,62
11436600,Dimovtsi,Blagoevgrad,41.83976,22.9716,children_0_6,14
11436600,Dimovtsi,Blagoevgrad,41.83976,22.9716,seniors_65p,62
11436599,Chenkovtsi,Blagoevgrad,41.8386,22.96863,children_0_6,14
11436599,Chenkovtsi,Blagoevgrad,41.8386,22.96863,seniors_65p,62
11436598,Stoilkovtsi,Blagoevgrad,41.84273,22.9721,children_0_6,14
11436598,Stoilkovtsi,Blagoevgrad,41.84273,22.9721,seniors_65p,62
11436597,Govedartsi,Blagoevgrad,41.84012,22.96385,children_0_6,14
11436597,Govedartsi,Blagoevgrad,41.84012,22.96385,seniors_65p,62
11436596,Malyatsi,Blagoevgrad,41.84374,22.96081,children_0_6,14
11436596,Malyatsi,Blagoevgrad,41.84374,22.96081,seniors_65p,62
11436595,Karadachka,Blagoevgrad,41.84418,22.94806,children_0_6,14
11436595,Karadachka,Blagoevgrad,41.84418,22.94806,seniors_65p,62
11408946,Zolaya,Blagoevgrad,41.65743,23.01141,children_0_6,14
11408946,Zolaya,Blagoevgrad,41.65743,23.01141,seniors_65p,62
11408937,Lipovo,Blagoevgrad,41.63076,23.04245,children_0_6,14
11408937,Lipovo,Blagoevgrad,41.63076,23.04245,seniors_65p,62
11408658,Banovska Mahala,Blagoevgrad,41.45401,23.0897,children_0_6,14
